road	R745
km	17.561
type	RCC Girder Bridge
lrpName	LRP017b
name	Amla Bridge
length	123
condition	B
structureNr	119647
est cost	1.212
roadName	Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road
chainage	17.561
width	
constructionYear	
spans	
zone	Khulna
circle	Jessore
division	Kushtia
sub-division	Kushtia
lat	23.905580072330096
lon	88.92646364247572
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119647&vRoadID=151&vSurveyYear=2013&vSubdivID=327
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119647&vRoadID=151&vSurveyYear=2013&vSubdivID=327
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119647&vRoadID=151&vSurveyYear=2013&vSubdivID=327
