road	Z1062
km	4.88
type	RCC Girder Bridge
lrpName	LRP004c
name	Jamalkandi Bridge
length	17.7
condition	C
structureNr	120912
est cost	0.108
roadName	Daudkandi-Goalmari-Srirairerchar (Comilla)-Matlab Utter (Changarchar) Road
chainage	4.88
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.4923608 
lon	90.7190827 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120912&vRoadID=475&vSurveyYear=2013&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120912&vRoadID=475&vSurveyYear=2013&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120912&vRoadID=475&vSurveyYear=2013&vSubdivID=544
