road	Z2115
km	0.097
type	RCC Girder Bridge
lrpName	LRPSb
name	Hatemdi Bridge
length	7
condition	A
structureNr	119925
est cost	0
roadName	Monohardi (Hatemdi)-Shakerbazar Road
chainage	0.097
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.1613333 
lon	90.7175827 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119925&vRoadID=211&vSurveyYear=2013&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119925&vRoadID=211&vSurveyYear=2013&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119925&vRoadID=211&vSurveyYear=2013&vSubdivID=523
