road	Z2823
km	0.523
type	RCC Girder Bridge
lrpName	LRPSb
name	Kaminiganj Bazar Bridge
length	56.75
condition	A
structureNr	121730
est cost	0.005
roadName	Kulaura-Juri-Fultala Road
chainage	0.523
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.5903052 
lon	92.1166111 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121730&vRoadID=439&vSurveyYear=2013&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121730&vRoadID=439&vSurveyYear=2013&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121730&vRoadID=439&vSurveyYear=2013&vSubdivID=553
