road	Z2823
km	20.86
type	Box Culvert
lrpName	LRP020d
name	CHECK POST SUBMARGE CULVERT
length	1.5
condition	A
structureNr	107244
est cost	0
roadName	Kulaura-Juri-Fultala Road
chainage	20.86
width	7.2
constructionYear	1993
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.43327777777778
lon	92.16411111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107244&vRoadID=439&vSurveyYear=2004&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107244&vRoadID=439&vSurveyYear=2004&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107244&vRoadID=439&vSurveyYear=2004&vSubdivID=553
