road	Z2823
km	0.523
type	Baily with Steel Deck
lrpName	LRPSb
name	BIKABARIPUR BRIDGE
length	58
condition	D
structureNr	107162
est cost	5.17
roadName	Kulaura-Juri-Fultala Road
chainage	0.523
width	3.7
constructionYear	1984
spans	3
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.590249999999997
lon	92.11644444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107162&vRoadID=439&vSurveyYear=2004&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107162&vRoadID=439&vSurveyYear=2004&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107162&vRoadID=439&vSurveyYear=2004&vSubdivID=553
