road	Z2823
km	9.887
type	Baily with Steel Deck
lrpName	LRP009f
name	SUMAI BAZSR BRIDGE
length	19.4
condition	A
structureNr	107193
est cost	0
roadName	Kulaura-Juri-Fultala Road
chainage	9.887
width	4
constructionYear	1991
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.515361111111112
lon	92.13752777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107193&vRoadID=439&vSurveyYear=2004&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107193&vRoadID=439&vSurveyYear=2004&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107193&vRoadID=439&vSurveyYear=2004&vSubdivID=553
