road	Z2823
km	5.717
type	Baily with Steel Deck
lrpName	LRP005b
name	Kapnapahar Bridge
length	15.25
condition	B
structureNr	121733
est cost	0.127
roadName	Kulaura-Juri-Fultala Road
chainage	5.717
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.5464719 
lon	92.1269716 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121733&vRoadID=439&vSurveyYear=2013&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121733&vRoadID=439&vSurveyYear=2013&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121733&vRoadID=439&vSurveyYear=2013&vSubdivID=553
