road	Z1802
km	0.169
type	Truss with Steel Deck
lrpName	LRPSa
name	Teleya Bridge
length	36.55
condition	A
structureNr	121225
est cost	0.15
roadName	Telegati-Allaher Darber Sharif Road
chainage	0.169
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.3589722 
lon	91.9030278 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121225&vRoadID=313&vSurveyYear=2013&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121225&vRoadID=313&vSurveyYear=2013&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121225&vRoadID=313&vSurveyYear=2013&vSubdivID=281
