road	Z3712
km	0.374
type	RCC Girder Bridge
lrpName	LRPSb
name	HALUAGHAT BAZAR
length	4.5
condition	C
structureNr	107724
est cost	0.5
roadName	Haluaghat-Munshirhat-Dhobaura Road
chainage	0.374
width	4.5
constructionYear	1980
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Phulpur
lat	25.123361111111112
lon	90.34258333333332
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107724&vRoadID=241&vSurveyYear=2004&vSubdivID=531
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107724&vRoadID=241&vSurveyYear=2004&vSubdivID=531
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107724&vRoadID=241&vSurveyYear=2004&vSubdivID=531
