road	Z1617
km	0.119
type	PC Girder Bridge
lrpName	LRPSa
name	Islampur Bridge
length	29.83
condition	A
structureNr	121292
est cost	0.019
roadName	Mariamnagar-Ranirhat (Gabtal) Road
chainage	0.119
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.5839997 
lon	92.0595 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121292&vRoadID=300&vSurveyYear=2013&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121292&vRoadID=300&vSurveyYear=2013&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121292&vRoadID=300&vSurveyYear=2013&vSubdivID=269
