road	R171
km	10.878
type	Baily with Steel Deck
lrpName	LRP010c
name	MONIR FOKIR HAT BAILEY WITH STEEL DECK
length	20
condition	A
structureNr	113879
est cost	0
roadName	Banshkhali (Charati)-Chunti Road
chainage	10.878
width	3.4
constructionYear	2002
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	22.007694444444443
lon	92.05411111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113879&vRoadID=87&vSurveyYear=2004&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113879&vRoadID=87&vSurveyYear=2004&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113879&vRoadID=87&vSurveyYear=2004&vSubdivID=280
