road	R771
km	13.912
type	RCC Girder Bridge
lrpName	LRP014b
name	.
length	5.75
condition	D
structureNr	103546
est cost	4
roadName	Rupsha-Fakirhat-Bagerhat Road
chainage	13.912
width	6.1
constructionYear	1968
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-1
lat	22.775277777777777
lon	89.70861111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103546&vRoadID=160&vSurveyYear=2004&vSubdivID=319
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103546&vRoadID=160&vSurveyYear=2004&vSubdivID=319
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103546&vRoadID=160&vSurveyYear=2004&vSubdivID=319
