road	Z5857
km	19.37
type	Slab Culvert
lrpName	LRP019b
name	.
length	1.2
condition	A
structureNr	115672
est cost	0
roadName	Fulbari-Parbatipur Road
chainage	19.37
width	6.5
constructionYear	1989
spans	1
zone	Rangpur
circle	Dinajpur
division	Dinajpur
sub-division	Phulbari
lat	25.648944444444442
lon	88.91875
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115672&vRoadID=670&vSurveyYear=2006&vSubdivID=297
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115672&vRoadID=670&vSurveyYear=2006&vSubdivID=297
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115672&vRoadID=670&vSurveyYear=2006&vSubdivID=297
