road	Z5857
km	16.55
type	Slab Culvert
lrpName	LRP016a
name	.
length	5.6
condition	A
structureNr	115668
est cost	0
roadName	Fulbari-Parbatipur Road
chainage	16.55
width	7.2
constructionYear	1981
spans	1
zone	Rangpur
circle	Dinajpur
division	Dinajpur
sub-division	Phulbari
lat	25.624222222222222
lon	88.92375
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115668&vRoadID=670&vSurveyYear=2006&vSubdivID=297
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115668&vRoadID=670&vSurveyYear=2006&vSubdivID=297
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115668&vRoadID=670&vSurveyYear=2006&vSubdivID=297
