road	N5
km	277.108
type	Box Culvert
lrpName	LRP279c
name	.
length	11.9
condition	B
structureNr	111800
est cost	0.15
roadName	Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
chainage	277.108
width	14.05
constructionYear	1992
spans	6
zone	Rangpur
circle	Bogra
division	Gaibanda
sub-division	Palashbari
lat	25.3325
lon	89.34166666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111800&vRoadID=28&vSurveyYear=2004&vSubdivID=295
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111800&vRoadID=28&vSurveyYear=2004&vSubdivID=295
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111800&vRoadID=28&vSurveyYear=2004&vSubdivID=295
