road	N5
km	38.666
type	RCC Girder Bridge
lrpName	LRP039a
name	SHEBRA BRIDGE OF BALITHA
length	13.6
condition	A
structureNr	100402
est cost	0.18
roadName	Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
chainage	38.666
width	8.55
constructionYear	1997
spans	1
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Nayarhat
lat	23.917611111111114
lon	90.10175
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100402&vRoadID=28&vSurveyYear=2004&vSubdivID=516
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100402&vRoadID=28&vSurveyYear=2004&vSubdivID=516
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100402&vRoadID=28&vSurveyYear=2004&vSubdivID=516
