road	N5
km	348.448
type	RCC Girder Bridge
lrpName	LRP350b
name	Barati Bridge
length	134.45
condition	A
structureNr	119709
est cost	35821
roadName	Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
chainage	348.448
width	
constructionYear	
spans	
zone	Rangpur
circle	Rangpur
division	Rangpur
sub-division	Rangpur-2
lat	25.8114088087
lon	89.0585777797
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119709&vRoadID=28&vSurveyYear=2013&vSubdivID=288
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119709&vRoadID=28&vSurveyYear=2013&vSubdivID=288
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119709&vRoadID=28&vSurveyYear=2013&vSubdivID=288
