road	N5
km	10.785
type	PC Girder Bridge
lrpName	LRP010c
name	Bank Para Bridge(left)
length	75.7
condition	A
structureNr	120325
est cost	0.744
roadName	Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
chainage	10.785
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Kallayanpur
lat	23.822416 
lon	90.2575556 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120325&vRoadID=28&vSurveyYear=2013&vSubdivID=510
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120325&vRoadID=28&vSurveyYear=2013&vSubdivID=510
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120325&vRoadID=28&vSurveyYear=2013&vSubdivID=510
