road	N5
km	5.642
type	PC Girder Bridge
lrpName	LRP005b
name	Zadir Char Bridge(Right)
length	41.6
condition	B
structureNr	120302
est cost	0.5
roadName	Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
chainage	5.642
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Kallayanpur
lat	23.795083 
lon	90.2833049 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120302&vRoadID=28&vSurveyYear=2013&vSubdivID=510
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120302&vRoadID=28&vSurveyYear=2013&vSubdivID=510
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120302&vRoadID=28&vSurveyYear=2013&vSubdivID=510
