road	N5
km	24.851
type	Box Culvert
lrpName	LRP024d
name	12 VENT CULVERT
length	74.4
condition	C
structureNr	108775
est cost	1.02
roadName	Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
chainage	24.851
width	10.6
constructionYear	1973
spans	12
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Nayarhat
lat	23.912305555555555
lon	90.23325
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108775&vRoadID=28&vSurveyYear=2004&vSubdivID=516
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108775&vRoadID=28&vSurveyYear=2004&vSubdivID=516
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108775&vRoadID=28&vSurveyYear=2004&vSubdivID=516
