road	N5
km	34.396
type	RCC Girder Bridge
lrpName	LRP034e
name	Kalampur- 2 Bridge
length	13.1
condition	C
structureNr	119971
est cost	0.17
roadName	Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
chainage	34.396
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Nayarhat
lat	23.9219716 
lon	90.1431386 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119971&vRoadID=28&vSurveyYear=2013&vSubdivID=516
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119971&vRoadID=28&vSurveyYear=2013&vSubdivID=516
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119971&vRoadID=28&vSurveyYear=2013&vSubdivID=516
