road	N5
km	129.616
type	PC Girder Bridge
lrpName	LRP131a
name	Baral bridge
length	570.75
condition	B
structureNr	111489
est cost	23
roadName	Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
chainage	129.616
width	10
constructionYear	1980
spans	15
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Ullapara
lat	24.134444444444444
lon	89.58472222222221
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111489&vRoadID=28&vSurveyYear=2004&vSubdivID=314
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111489&vRoadID=28&vSurveyYear=2004&vSubdivID=314
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111489&vRoadID=28&vSurveyYear=2004&vSubdivID=314
