road	N8
km	129.516
type	Steel Beam & RCC Slab
lrpName	LRP130c
name	Kasomabad bridge
length	13
condition	C
structureNr	119012
est cost	0.227
roadName	Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
chainage	129.516
width	
constructionYear	
spans	
zone	Barisal
circle	Barisal
division	Barisal
sub-division	Barisal-1
lat	22.948142533810888
lon	90.22995924756447
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119012&vRoadID=61&vSurveyYear=2013&vSubdivID=331
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119012&vRoadID=61&vSurveyYear=2013&vSubdivID=331
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119012&vRoadID=61&vSurveyYear=2013&vSubdivID=331
