road	R451
km	0.116
type	Box Culvert
lrpName	LRPSa
name	.
length	3.66
condition	B
structureNr	100066
est cost	1
roadName	Nalka-Sirajganj Road
chainage	0.116
width	9.73
constructionYear	1985
spans	1
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	25.42361111111111
lon	89.59694444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100066&vRoadID=118&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100066&vRoadID=118&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100066&vRoadID=118&vSurveyYear=2004&vSubdivID=312
