road	Z1617
km	13.326
type	RCC Girder Bridge
lrpName	LRP013b
name	SAYEDPUR R C C
length	10.3
condition	D
structureNr	106523
est cost	26.65
roadName	Mariamnagar-Ranirhat (Gabtal) Road
chainage	13.326
width	3.45
constructionYear	1964
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.470499999999998
lon	92.07427777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106523&vRoadID=300&vSurveyYear=2004&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106523&vRoadID=300&vSurveyYear=2004&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106523&vRoadID=300&vSurveyYear=2004&vSubdivID=269
