road	Z1053
km	2.921
type	Baily with Steel Deck
lrpName	LRP002e
name	DARIKANDI BRIDGE
length	86.5
condition	A
structureNr	106031
est cost	0.4
roadName	Gouripur-Homna Road
chainage	2.921
width	4.8
constructionYear	1994
spans	3
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.556416666666667
lon	90.782
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106031&vRoadID=457&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106031&vRoadID=457&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106031&vRoadID=457&vSurveyYear=2004&vSubdivID=544
