road	Z1053
km	2.795
type	RCC Girder Bridge
lrpName	LRP002d
name	DARIKAHDI BRIDGE
length	5.2
condition	D
structureNr	106029
est cost	14.12
roadName	Gouripur-Homna Road
chainage	2.795
width	6.5
constructionYear	1985
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.555666666666667
lon	90.78202777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106029&vRoadID=457&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106029&vRoadID=457&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106029&vRoadID=457&vSurveyYear=2004&vSubdivID=544
