road	Z2011
km	0.732
type	Box Culvert
lrpName	LRPSb
name	DARBOS
length	1.3
condition	A
structureNr	105334
est cost	0
roadName	Darbast-Kanaighat-Shahbag Road
chainage	0.732
width	7.2
constructionYear	1992
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Sylhet
lat	25.063305555555555
lon	92.1163611111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105334&vRoadID=372&vSurveyYear=2004&vSubdivID=801
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105334&vRoadID=372&vSurveyYear=2004&vSubdivID=801
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105334&vRoadID=372&vSurveyYear=2004&vSubdivID=801
