road	N502
km	45.75
type	RCC Girder Bridge
lrpName	LRP045b
name	Nirgunpara Bridge
length	12.4
condition	C
structureNr	119434
est cost	2.355
roadName	Bogra (Jahangirabad)-Natore Road
chainage	45.75
width	
constructionYear	
spans	
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-1
lat	24.4998886 
lon	89.1385274 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119434&vRoadID=30&vSurveyYear=2013&vSubdivID=315
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119434&vRoadID=30&vSurveyYear=2013&vSubdivID=315
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119434&vRoadID=30&vSurveyYear=2013&vSubdivID=315
