road	N502
km	58.736
type	RCC Girder Bridge
lrpName	LRP058c
name	.
length	12.3
condition	A
structureNr	111593
est cost	0
roadName	Bogra (Jahangirabad)-Natore Road
chainage	58.736
width	7.83
constructionYear	1998
spans	1
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-1
lat	24.438055555555557
lon	89.01972222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111593&vRoadID=30&vSurveyYear=2004&vSubdivID=315
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111593&vRoadID=30&vSurveyYear=2004&vSubdivID=315
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111593&vRoadID=30&vSurveyYear=2004&vSubdivID=315
