road	N502
km	58.736
type	RCC Girder Bridge
lrpName	LRP058c
name	Kaishabari Bridge
length	12.26
condition	C
structureNr	119467
est cost	0.167
roadName	Bogra (Jahangirabad)-Natore Road
chainage	58.736
width	
constructionYear	
spans	
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-1
lat	24.4387328357868
lon	89.02136601218274
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119467&vRoadID=30&vSurveyYear=2013&vSubdivID=315
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119467&vRoadID=30&vSurveyYear=2013&vSubdivID=315
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119467&vRoadID=30&vSurveyYear=2013&vSubdivID=315
