road	Z1007
km	2.658
type	Baily with Steel Deck
lrpName	LRP002d
name	Bahadur para Bridge
length	11.94
condition	B
structureNr	121489
est cost	0.064
roadName	Aziznagar-Lama (Gazalia) Road
chainage	2.658
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-2
lat	21.899583 
lon	92.0795271 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121489&vRoadID=358&vSurveyYear=2013&vSubdivID=286
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121489&vRoadID=358&vSurveyYear=2013&vSubdivID=286
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121489&vRoadID=358&vSurveyYear=2013&vSubdivID=286
