road	Z1007
km	21.358
type	Slab Culvert
lrpName	LRP021b
name	BRICK FIELD SLAB CULVERT
length	2
condition	A
structureNr	113929
est cost	0
roadName	Aziznagar-Lama (Gazalia) Road
chainage	21.358
width	4.2
constructionYear	2000
spans	1
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-2
lat	21.81002777777778
lon	92.17838888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113929&vRoadID=358&vSurveyYear=2004&vSubdivID=286
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113929&vRoadID=358&vSurveyYear=2004&vSubdivID=286
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113929&vRoadID=358&vSurveyYear=2004&vSubdivID=286
