road	Z1007
km	19.424
type	Box Culvert
lrpName	LRP019d
name	BUDDIZZIRI -5- BOX CULVERT
length	6.2
condition	A
structureNr	113927
est cost	0
roadName	Aziznagar-Lama (Gazalia) Road
chainage	19.424
width	3.8
constructionYear	1999
spans	2
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-2
lat	21.82102777777778
lon	92.16861111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113927&vRoadID=358&vSurveyYear=2004&vSubdivID=286
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113927&vRoadID=358&vSurveyYear=2004&vSubdivID=286
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113927&vRoadID=358&vSurveyYear=2004&vSubdivID=286
