road	R251
km	2.22
type	Box Culvert
lrpName	LRP002b
name	RONO KALY SOUTH BOX CULVERT
length	1.51
condition	C
structureNr	102757
est cost	0.6
roadName	Golapganj-Dhaka Dakhin-Baraigram-Vadeswar Road
chainage	2.22
width	7.3
constructionYear	1980
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.842305555555555
lon	92.02227777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102757&vRoadID=100&vSurveyYear=2004&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102757&vRoadID=100&vSurveyYear=2004&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102757&vRoadID=100&vSurveyYear=2004&vSubdivID=562
