road	R251
km	13.56
type	RCC Girder Bridge
lrpName	LRP013d
name	DAKHIN BAG BRIDGE
length	6.7
condition	B
structureNr	102816
est cost	0.25
roadName	Golapganj-Dhaka Dakhin-Baraigram-Vadeswar Road
chainage	13.56
width	6.3
constructionYear	1964
spans	3
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.75722222222222
lon	92.01916666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102816&vRoadID=100&vSurveyYear=2004&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102816&vRoadID=100&vSurveyYear=2004&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102816&vRoadID=100&vSurveyYear=2004&vSubdivID=562
