road	Z5623
km	8.15
type	Slab Culvert
lrpName	LRP008c
name	.
length	1.5
condition	A
structureNr	115123
est cost	0
roadName	Ulipur-Bojra-Chillmari Road
chainage	8.15
width	8.1
constructionYear	2004
spans	1
zone	Rangpur
circle	Rangpur
division	Kurigram
sub-division	Kurigram - 1
lat	25.590027777777777
lon	89.62080555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115123&vRoadID=623&vSurveyYear=2006&vSubdivID=289
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115123&vRoadID=623&vSurveyYear=2006&vSubdivID=289
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115123&vRoadID=623&vSurveyYear=2006&vSubdivID=289
