road	Z5025
km	0.66
type	Slab Culvert
lrpName	LRPSb
name	.
length	2
condition	B
structureNr	111107
est cost	0.01
roadName	Rangpur-Badarganj-Parbatipur-Dinajpur Road
chainage	0.66
width	6.8
constructionYear	1989
spans	1
zone	Rangpur
circle	Rangpur
division	Rangpur
sub-division	Rangpur-1
lat	25.74388888888889
lon	89.22666666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111107&vRoadID=598&vSurveyYear=2004&vSubdivID=287
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111107&vRoadID=598&vSurveyYear=2004&vSubdivID=287
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111107&vRoadID=598&vSurveyYear=2004&vSubdivID=287
