road	N702
km	19.103
type	Box Culvert
lrpName	LRP019c
name	.
length	10
condition	A
structureNr	109907
est cost	0
roadName	Jessore (Daratana More)-Magura (Vaina More) Road
chainage	19.103
width	7.25
constructionYear	1998
spans	2
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-2
lat	23.34
lon	89.33027777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109907&vRoadID=51&vSurveyYear=2004&vSubdivID=324
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109907&vRoadID=51&vSurveyYear=2004&vSubdivID=324
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109907&vRoadID=51&vSurveyYear=2004&vSubdivID=324
