road	N702
km	43.603
type	RCC Girder Bridge
lrpName	LRP043c
name	Daratana Bridge
length	18.67
condition	A
structureNr	110365
est cost	0
roadName	Jessore (Daratana More)-Magura (Vaina More) Road
chainage	43.603
width	11.6
constructionYear	1988
spans	1
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.16722222222222
lon	89.20972222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110365&vRoadID=51&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110365&vRoadID=51&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110365&vRoadID=51&vSurveyYear=2004&vSubdivID=330
