road	Z1009
km	6.55
type	Steel Beam & RCC Slab
lrpName	LRP006b
name	Poira Ara Bridge
length	12.4
condition	A
structureNr	120466
est cost	0.02
roadName	Ramu-Faterkul-Maricha Road
chainage	6.55
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.3832493 
lon	92.1160278 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120466&vRoadID=330&vSurveyYear=2013&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120466&vRoadID=330&vSurveyYear=2013&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120466&vRoadID=330&vSurveyYear=2013&vSubdivID=282
