road	Z1009
km	6.55
type	Steel Beam & RCC Slab
lrpName	LRP006b
name	.
length	12.4
condition	B
structureNr	118092
est cost	0
roadName	Ramu-Faterkul-Maricha Road
chainage	6.55
width	4
constructionYear	1995
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.375694444444445
lon	92.11963888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118092&vRoadID=330&vSurveyYear=2006&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118092&vRoadID=330&vSurveyYear=2006&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118092&vRoadID=330&vSurveyYear=2006&vSubdivID=282
