road	Z1007
km	18.774
type	Box Culvert
lrpName	LRP018f
name	BUDUZZIRI BOX CULVERT
length	6.2
condition	A
structureNr	113923
est cost	0
roadName	Aziznagar-Lama (Gazalia) Road
chainage	18.774
width	4.2
constructionYear	1998
spans	2
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-2
lat	21.825416666666666
lon	92.17197222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113923&vRoadID=358&vSurveyYear=2004&vSubdivID=286
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113923&vRoadID=358&vSurveyYear=2004&vSubdivID=286
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113923&vRoadID=358&vSurveyYear=2004&vSubdivID=286
