road	R301
km	28.897
type	RCC Bridge
lrpName	LRP029a
name	VATAPARA RCC BRIDGE
length	12.6
condition	A
structureNr	113615
est cost	0
roadName	Tongi-Kaliganj-Gorashal-Pachdona Road
chainage	28.897
width	8.5
constructionYear	2002
spans	2
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Narsingdi
lat	23.920055555555557
lon	90.64980555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113615&vRoadID=104&vSurveyYear=2004&vSubdivID=522
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113615&vRoadID=104&vSurveyYear=2004&vSubdivID=522
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113615&vRoadID=104&vSurveyYear=2004&vSubdivID=522
