road	R301
km	3.563
type	Baily with Steel Deck
lrpName	LRP003c
name	NIMTOLI BAILEY WITH STEEL DECK
length	36.8
condition	B
structureNr	113655
est cost	0.15
roadName	Tongi-Kaliganj-Gorashal-Pachdona Road
chainage	3.563
width	3.5
constructionYear	1990
spans	2
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Tongi
lat	23.915027777777777
lon	90.42477777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113655&vRoadID=104&vSurveyYear=2004&vSubdivID=514
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113655&vRoadID=104&vSurveyYear=2004&vSubdivID=514
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113655&vRoadID=104&vSurveyYear=2004&vSubdivID=514
