road	R747
km	6.161
type	Box Culvert
lrpName	LRP006a
name	.
length	18.31
condition	C
structureNr	103505
est cost	1.5
roadName	Kushtia (Bottoli)-Poradah-Alamdanga-Chuadanga Road
chainage	6.161
width	4.63
constructionYear	1992
spans	4
zone	Khulna
circle	Jessore
division	Kushtia
sub-division	Kushtia
lat	23.861944444444447
lon	89.03694444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103505&vRoadID=153&vSurveyYear=2004&vSubdivID=327
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103505&vRoadID=153&vSurveyYear=2004&vSubdivID=327
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103505&vRoadID=153&vSurveyYear=2004&vSubdivID=327
