road	Z8701
km	14.899
type	Baily with Steel Deck
lrpName	LRP014d
name	.
length	42.7
condition	A
structureNr	112421
est cost	0
roadName	Charkhali-Tushkhali-Mathbaria-Patharghata Road
chainage	14.899
width	3.45
constructionYear	2000
spans	1
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Kawkhali
lat	22.3675
lon	89.965
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112421&vRoadID=794&vSurveyYear=2004&vSubdivID=339
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112421&vRoadID=794&vSurveyYear=2004&vSubdivID=339
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112421&vRoadID=794&vSurveyYear=2004&vSubdivID=339
