road	Z1028
km	1.797
type	Slab Culvert
lrpName	LRP001e
name	KADARPUR CULVERT
length	4
condition	A
structureNr	105990
est cost	0
roadName	Nimsar-Barura Road
chainage	1.797
width	3.8
constructionYear	1995
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.467444444444443
lon	91.0563611111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105990&vRoadID=479&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105990&vRoadID=479&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105990&vRoadID=479&vSurveyYear=2004&vSubdivID=543
