road	Z1636
km	0.469
type	Slab Culvert
lrpName	LRPSb
name	Kuddus Market
length	7
condition	C
structureNr	113988
est cost	0.7
roadName	Rangunia-Bangalhalia (Sukhbilash) Road (Kalindirani Road)
chainage	0.469
width	4.1
constructionYear	1988
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.445416666666667
lon	92.05955555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113988&vRoadID=309&vSurveyYear=2004&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113988&vRoadID=309&vSurveyYear=2004&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113988&vRoadID=309&vSurveyYear=2004&vSubdivID=269
