road	N706
km	23.288
type	Box Culvert
lrpName	LRP023a
name	.
length	3.6
condition	A
structureNr	104423
est cost	0
roadName	Jessore (Daratana More)-Benapole Road
chainage	23.288
width	11
constructionYear	2002
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.066666666666666
lon	89.0225
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104423&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104423&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104423&vRoadID=55&vSurveyYear=2004&vSubdivID=323
