road	N706
km	14.94
type	Box Culvert
lrpName	LRP014e
name	.
length	4.6
condition	A
structureNr	104401
est cost	0
roadName	Jessore (Daratana More)-Benapole Road
chainage	14.94
width	11
constructionYear	2002
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.098055555555554
lon	89.09388888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104401&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104401&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104401&vRoadID=55&vSurveyYear=2004&vSubdivID=323
