road	Z1029
km	0.083
type	Box Culvert
lrpName	LRPSa
name	.
length	4.45
condition	A
structureNr	116945
est cost	0
roadName	Comilla Cantonment-Barura Road
chainage	0.083
width	4.92
constructionYear	1985
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.459666666666667
lon	91.15644444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116945&vRoadID=466&vSurveyYear=2006&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116945&vRoadID=466&vSurveyYear=2006&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116945&vRoadID=466&vSurveyYear=2006&vSubdivID=543
