road	Z7603
km	0.194
type	PC Girder Bridge
lrpName	LRPSa
name	Paka bridge
length	25.2
condition	A
structureNr	119072
est cost	0
roadName	Satkhira-Asasuni-Goaldanga-Paikgachha Road
chainage	0.194
width	
constructionYear	
spans	
zone	Khulna
circle	Khulna
division	Satkhira
sub-division	Satkhira-1
lat	22.7119722 
lon	89.0727771 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119072&vRoadID=698&vSurveyYear=2013&vSubdivID=321
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119072&vRoadID=698&vSurveyYear=2013&vSubdivID=321
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119072&vRoadID=698&vSurveyYear=2013&vSubdivID=321
