road	Z3025
km	2.683
type	Box Culvert
lrpName	LRP003f
name	Char pabur Culvert
length	3.05
condition	B
structureNr	100003
est cost	0.2
roadName	Kapashia-Pabur-Fuldi-Kaliganj Road
chainage	2.683
width	8
constructionYear	2001
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Tongi
lat	24.096277777777775
lon	90.54733333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100003&vRoadID=193&vSurveyYear=2004&vSubdivID=514
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100003&vRoadID=193&vSurveyYear=2004&vSubdivID=514
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100003&vRoadID=193&vSurveyYear=2004&vSubdivID=514
