road	N1
km	286.08
type	Box Culvert
lrpName	LRP282c
name	PATATR PULL CULVERT
length	15.4
condition	A
structureNr	100700
est cost	0.06
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	286.08
width	11.6
constructionYear	1994
spans	3
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	22.13347222222222
lon	92.07002777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100700&vRoadID=1&vSurveyYear=2004&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100700&vRoadID=1&vSurveyYear=2004&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100700&vRoadID=1&vSurveyYear=2004&vSubdivID=280
