road	N1
km	1.8
type	Box Culvert
lrpName	LRP001a
name	.
length	11.3
condition	A
structureNr	117861
est cost	0
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	1.8
width	19.5
constructionYear	2005
spans	2
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Narayanganj-1
lat	23.70288888888889
lon	90.4503888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117861&vRoadID=1&vSurveyYear=2004&vSubdivID=520
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117861&vRoadID=1&vSurveyYear=2004&vSubdivID=520
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117861&vRoadID=1&vSurveyYear=2004&vSubdivID=520
