road	N1
km	247.637
type	RCC Girder Bridge
lrpName	LRP242b
name	SHIKALBAHA BRIDGE
length	11
condition	C
structureNr	100633
est cost	0.97
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	247.637
width	7.3
constructionYear	1982
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.315361111111113
lon	91.85533333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100633&vRoadID=1&vSurveyYear=2004&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100633&vRoadID=1&vSurveyYear=2004&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100633&vRoadID=1&vSurveyYear=2004&vSubdivID=281
