road	N1
km	18.093
type	PC Girder Bridge
lrpName	LRP018c
name	Sonakhal Bridge(L)
length	25.5
condition	A
structureNr	119933
est cost	0.513
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	18.093
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Vitikandi
lat	23.649754399354837
lon	90.58454900854838
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119933&vRoadID=1&vSurveyYear=2013&vSubdivID=521
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119933&vRoadID=1&vSurveyYear=2013&vSubdivID=521
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119933&vRoadID=1&vSurveyYear=2013&vSubdivID=521
