road	N1
km	371.848
type	PC Girder Bridge
lrpName	LRP368c
name	MITACMARI RAMU BRIDGE
length	58.6
condition	B
structureNr	100455
est cost	0.45
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	371.848
width	11.6
constructionYear	1998
spans	2
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.442305555555556
lon	92.10097222222221
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100455&vRoadID=1&vSurveyYear=2004&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100455&vRoadID=1&vSurveyYear=2004&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100455&vRoadID=1&vSurveyYear=2004&vSubdivID=282
