road	N1
km	189.58
type	Box Culvert
lrpName	LRP191c
name	ISAMATI BOX CULVERT
length	19.2
condition	C
structureNr	100554
est cost	1.1
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	189.58
width	9.8
constructionYear	1984
spans	4
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Sitakunda
lat	22.71238888888889
lon	91.60902777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100554&vRoadID=1&vSurveyYear=2004&vSubdivID=271
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100554&vRoadID=1&vSurveyYear=2004&vSubdivID=271
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100554&vRoadID=1&vSurveyYear=2004&vSubdivID=271
