road	N1
km	447.401
type	RCC Girder Bridge
lrpName	LRP443d
name	NOYAPARA RCC GIDER BRIDGE
length	30.4
condition	B
structureNr	100960
est cost	0.12
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	447.401
width	7.3
constructionYear	1976
spans	3
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar - 2
lat	20.96238888888889
lon	92.25291666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100960&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100960&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100960&vRoadID=1&vSurveyYear=2004&vSubdivID=863
