road	N1
km	349.759
type	RCC Girder Bridge
lrpName	LRP346a
name	khutakhali bazar
length	45.3
condition	B
structureNr	100430
est cost	0.25
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	349.759
width	11.6
constructionYear	1992
spans	3
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Chakoria
lat	21.61702777777778
lon	92.06783333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100430&vRoadID=1&vSurveyYear=2004&vSubdivID=284
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100430&vRoadID=1&vSurveyYear=2004&vSubdivID=284
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100430&vRoadID=1&vSurveyYear=2004&vSubdivID=284
