road	N1
km	413.43
type	Slab Culvert
lrpName	LRP409d
name	KASHO - BINNAI SLAB
length	2.1
condition	C
structureNr	100831
est cost	2.82
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	413.43
width	8.3
constructionYear	1953
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar - 2
lat	21.214333333333332
lon	92.16644444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100831&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100831&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100831&vRoadID=1&vSurveyYear=2004&vSubdivID=863
